PLAYER,TEAM,AGE,GAMES_PLAYED,WINS,LOSSES,MIN_TOTAL,MIN_PER_GAME,DEF_RTG,DREB_TOTAL,DREB_PER_GAME,DREB_PCT,PCT_TEAM_DREB,STL_TOTAL,STL_PER_GAME,PCT_TEAM_STL,BLK_TOTAL,BLK_PER_GAME,PCT_TEAM_BLK,OPP_PTS_OFF_TOV_TOTAL,OPP_PPG_OFF_TOV,OPP_2ND_CHANCE_PTS_TOTAL,OPP_2ND_CHANCE_PPG,OPP_FB_PTS_TOTAL,OPP_FB_PPG,OPP_PAINT_PTS_TOTAL,OPP_PAINT_PPG,DEF_WS_TOTAL,DEF_WS_PER_GAME
A.J. Lawson,TOR,24,26,14,12,486,18.7,111.1,66,2.5,12.8,19.9,13,0.5,15.3,6,0.2,15.4,176,6.8,168,6.5,182,7,520,20,1.7,0.064
AJ Green,MIL,25,73,44,29,1659,22.7,107.6,156,2.1,8.7,12.6,37,0.5,14.1,7,0.1,4.8,545,7.5,428,5.9,483,6.6,1578,21.6,7.3,0.1
AJ Johnson,WAS,20,29,8,21,638,22,115.6,51,1.8,7.3,11.8,12,0.4,13.2,3,0.1,4.9,240,8.3,237,8.2,242,8.3,690,23.8,1.3,0.045
Aaron Gordon,DEN,29,51,33,18,1447,28.4,113,167,3.3,10.9,16.4,23,0.5,9.6,14,0.3,12.1,555,10.9,410,8,472,9.3,1562,30.6,4.1,0.08
Aaron Holiday,HOU,28,62,39,23,792,12.8,103.6,65,1,7.3,10.8,19,0.3,14.1,11,0.2,12,285,4.6,234,3.8,223,3.6,796,12.8,4.6,0.074
Aaron Nesmith,IND,25,45,29,16,1122,24.9,111.5,141,3.1,11.8,18.4,35,0.8,17.7,17,0.4,13.7,311,6.9,343,7.6,290,6.4,1182,26.3,3.6,0.081
Aaron Wiggins,OKC,26,76,62,14,1744,22.9,106.6,214,2.8,11.3,17.6,60,0.8,15.6,18,0.2,9.8,430,5.7,604,7.9,407,5.4,1630,21.4,8.2,0.107
Adam Flagler,OKC,25,37,34,3,203,5.5,96.7,20,0.5,8.6,12.7,8,0.2,21.1,3,0.1,15.8,57,1.5,58,1.6,45,1.2,168,4.5,1.5,0.041
Adama Sanogo,CHI,23,4,2,2,21,5.4,122.2,1,0.3,5.3,7.1,0,0,0,0,0,0,13,3.3,7,1.8,7,1.8,16,4,0,0.001
Adem Bona,PHI,22,58,12,46,905,15.6,114,153,2.6,16.4,25.8,26,0.4,16.6,69,1.2,60,343,5.9,308,5.3,303,5.2,916,15.8,2.3,0.04
Ajay Mitchell,OKC,23,36,31,5,597,16.6,100.2,50,1.4,8,11.8,25,0.7,17.5,4,0.1,7.4,129,3.6,158,4.4,118,3.3,512,14.2,3.8,0.106
Al Horford,BOS,39,60,44,16,1659,27.6,108.1,290,4.8,16.5,24,36,0.6,15.9,51,0.9,28.3,408,6.8,400,6.7,464,7.7,1602,26.7,7,0.117
Alec Burks,MIA,33,49,26,23,863,17.6,107.6,109,2.2,11.9,17.8,28,0.6,20.7,7,0.1,10.6,270,5.5,224,4.6,263,5.4,886,18.1,3.8,0.077
Alex Caruso,OKC,31,54,44,10,1041,19.3,102.5,121,2.2,10.8,17.1,87,1.6,34.1,30,0.6,21.4,287,5.3,328,6.1,247,4.6,838,15.5,6.2,0.114
Alex Ducas,OKC,24,21,20,1,125,6,106.3,17,0.8,11.9,17,5,0.2,23.8,0,0,0,32,1.5,38,1.8,38,1.8,116,5.5,0.6,0.029
Alex Len,LAL,32,46,21,25,380,8.3,118.9,57,1.2,14.2,22.5,9,0.2,17.6,21,0.5,51.2,135,2.9,134,2.9,111,2.4,352,7.7,0.4,0.009
Alex Reese,PHI,26,15,4,11,216,14.4,111.8,38,2.5,16.1,25,10,0.7,24.4,10,0.7,33.3,51,3.4,78,5.2,63,4.2,222,14.8,0.7,0.048
Alex Sarr,WAS,20,67,13,54,1814,27.1,116.4,311,4.6,15.8,24.6,44,0.7,14,101,1.5,47.4,713,10.6,648,9.7,675,10.1,2038,30.4,3.4,0.05
Alondes Williams,DET,26,1,0,1,4,3.7,85.7,0,0,0,0,0,0,0,0,0,0,2,2,4,4,2,2,4,4,0,0.036
Alperen Sengun,HOU,22,76,52,24,2395,31.5,107.4,524,6.9,21,30.7,84,1.1,20.6,61,0.8,25.7,756,9.9,668,8.8,704,9.3,2410,31.7,10.6,0.139
Amen Thompson,HOU,22,69,43,26,2225,32.3,107.9,372,5.4,15.9,24.4,97,1.4,24.1,89,1.3,34.6,701,10.2,651,9.4,601,8.7,2270,32.9,9.6,0.139
Amir Coffey,LAC,28,72,41,31,1748,24.3,110.6,129,1.8,7.2,10.9,40,0.6,13.3,7,0.1,4.3,685,9.5,481,6.7,578,8,1746,24.3,6.2,0.086
Andre Drummond,PHI,31,40,12,28,751,18.8,118.9,201,5,28.8,44.6,39,1,27.1,18,0.5,30,284,7.1,195,4.9,297,7.4,756,18.9,0.8,0.021
Andre Jackson Jr.,MIL,23,67,39,28,980,14.6,112.1,117,1.7,11.4,16.8,34,0.5,21.8,14,0.2,12.5,350,5.2,269,4,320,4.8,958,14.3,3,0.045
Andrew Nembhard,IND,25,65,44,21,1881,28.9,110.2,182,2.8,9.3,14.1,79,1.2,23.1,11,0.2,5.2,581,8.9,535,8.2,480,7.4,2004,30.8,6.8,0.105
Andrew Wiggins,MIA,30,60,27,33,1842,30.7,111.7,180,3,9.5,14,60,1,18.9,50,0.8,28.1,657,11,475,7.9,578,9.6,1776,29.6,6,0.1
Anfernee Simons,POR,26,70,28,42,2292,32.7,113.4,164,2.3,6.9,10.8,60,0.9,16.1,5,0.1,2,843,12,714,10.2,815,11.6,2244,32.1,6.2,0.088
Anthony Black,ORL,21,78,39,39,1887,24.2,107.1,178,2.3,10,15.1,86,1.1,23.9,48,0.6,19.6,666,8.5,458,5.9,569,7.3,1784,22.9,8.6,0.11
Anthony Davis,DAL,32,51,30,21,1705,33.4,112.9,456,8.9,25.4,38.1,59,1.2,22.4,110,2.2,52.6,577,11.3,513,10.1,569,11.2,1792,35.1,4.8,0.094
Anthony Edwards,MIN,23,79,48,31,2871,36.3,111.4,389,4.9,13.1,19.7,91,1.2,19.9,51,0.6,16.7,1043,13.2,775,9.8,866,11,2846,36,9.3,0.118
Anthony Gill,WAS,32,51,7,44,398,7.8,109.7,48,0.9,11.1,18.4,9,0.2,13.6,2,0,5.9,167,3.3,147,2.9,143,2.8,348,6.8,1.5,0.029
Anton Watson,NYK,24,9,5,4,22,2.5,119.2,2,0.2,11.8,18.2,1,0.1,33.3,0,0,0,14,1.6,8,0.9,4,0.4,34,3.8,0,0.003
Antonio Reeves,NOP,24,44,6,38,660,15,117.5,45,1,7,10.7,21,0.5,17.9,4,0.1,6.5,285,6.5,187,4.3,250,5.7,696,15.8,1,0.023
Ariel Hukporti,NYK,23,25,17,8,217,8.7,110.1,37,1.5,15.1,22.7,1,0,3.7,15,0.6,57.7,100,4,66,2.6,66,2.6,224,9,0.8,0.033
Armel Traore,LAL,22,9,5,4,67,7.4,119.3,13,1.4,22.8,33.3,4,0.4,33.3,2,0.2,33.3,28,3.1,23,2.6,30,3.3,80,8.9,0.1,0.008
Ausar Thompson,DET,22,59,34,25,1328,22.5,109.2,192,3.3,13.9,21,98,1.7,38.6,40,0.7,27.4,477,8.1,401,6.8,393,6.7,1262,21.4,5.3,0.09
Austin Reaves,LAL,27,73,46,27,2550,34.9,113.3,268,3.7,10.1,15.2,81,1.1,20.1,22,0.3,9.7,887,12.2,750,10.3,927,12.7,2672,36.6,7,0.096
Ayo Dosunmu,CHI,25,46,17,29,1394,30.3,117.8,135,2.9,9,13.4,43,0.9,21.8,18,0.4,14.2,534,11.6,468,10.2,450,9.8,1656,36,2,0.043
Bam Adebayo,MIA,27,78,36,42,2674,34.3,110.8,564,7.2,21.4,30.7,98,1.3,22,53,0.7,28,857,11,660,8.5,773,9.9,2598,33.3,9.1,0.117
